payment_id,customer_id,session_id,attempt_ts,method,card_bin,payment_country,ip_hash,device_id,amount,result,is_fraud_label
PAY0000792,C02493,S003027,2025-11-04 01:45:22,apple_pay,488823,ES,563065048fcf42ec,dev_6b19f0c10d92,83.69,success,0
PAY0000793,C00908,S003029,2025-11-08 22:53:43,apple_pay,439383,NL,683fe65e55994015,dev_501775af8a6e,79.53,success,0
PAY0000794,C02353,S003039,2025-11-11 11:43:55,google_pay,482081,IT,de88d3737a194a0f,dev_de56b4459d60,40.66,failed,0
PAY0000795,C02028,S003045,2025-12-13 18:37:59,paypal,417441,DE,3b031d66337c4176,dev_0ef5746c6273,72.71,success,0
PAY0000796,C02028,S003045,2025-11-08 03:06:14,google_pay,497394,FR,3b031d66337c4176,dev_a7a64035647f,169.22,success,0
PAY0000797,C01290,S003048,2025-12-05 12:45:06,apple_pay,417837,DE,6e2edd6d05ba48bf,dev_68dfec78ae9b,90.89,failed,0
PAY0000798,C00909,S003062,2025-12-08 02:22:04,google_pay,404826,BE,8e96492cc622423f,dev_5905816e02fa,252.1,success,0
PAY0000799,C00909,S003062,2025-12-08 16:02:30,paypal,456049,DE,8e96492cc622423f,dev_7fe978e98f17,71.45,success,0
PAY0000800,C02291,S003072,2025-11-19 14:07:06,google_pay,446100,IT,1f34b707ee404a68,dev_1509582a7e31,86.5,success,0
PAY0000801,C02291,S003072,2025-11-09 02:49:45,apple_pay,419168,ES,1f34b707ee404a68,dev_7066c11245f8,53.82,success,0
PAY0000802,C02066,S003080,2025-11-28 06:13:06,paypal,486187,GB,7b6bccc4cc9f46b3,dev_addc8209ec3c,74.5,failed,0
PAY0000803,C01592,S003081,2025-11-03 10:24:04,google_pay,476963,DE,38d56c5c9d4b4f70,dev_eea7bc94464b,42.98,success,0
PAY0000804,C01555,S003084,2025-11-20 14:45:31,card,439734,BE,e91d4008113748c6,dev_35f28a4a6f25,100.23,success,0
PAY0000805,C01555,S003084,2025-11-28 21:56:51,paypal,404294,DE,e91d4008113748c6,dev_c6ec46874b91,46.41,success,0
PAY0000806,C02416,S003088,2025-11-23 19:17:12,google_pay,418481,DE,0825d86a4e4242b0,dev_10ae81b2a002,141.15,success,0
PAY0000807,C00924,S003094,2025-11-15 00:32:25,card,497777,PT,697ee89cd1234a0d,dev_3333591d3473,36.39,success,0
PAY0000808,C01346,S003103,2025-12-06 20:02:35,paypal,475193,GB,9a940e2946034d8b,dev_afdf00108845,58.14,failed,0
PAY0000809,C01918,S003105,2025-12-07 16:46:07,card,423881,IT,702eaae5b9494e91,dev_57438bbb9e4b,59.62,failed,0
PAY0000810,C00282,S003106,2025-12-31 21:04:25,google_pay,453541,PT,f2c3b39f07d644a5,dev_b88b90efc5f5,40.32,success,0
PAY0000811,C00047,S003109,2025-12-21 11:52:35,card,469577,PT,a83e83ff0a754c25,dev_4692399877fa,74.11,failed,0
PAY0000812,C01613,S003121,2025-12-28 07:12:28,card,468154,BE,e444510622134ab3,dev_65b262afbdb6,52.45,success,0
PAY0000813,C00712,S003123,2025-11-08 02:16:47,apple_pay,415532,PT,eb00e017713947c3,dev_7fdf31faf468,125.45,success,0
PAY0000814,C00712,S003123,2025-12-02 18:03:22,card,412441,BE,eb00e017713947c3,dev_ec9a12fd8cfa,46.27,success,0
PAY0000815,C01419,S003124,2025-11-15 08:50:13,paypal,416093,ES,567c308d23c04357,dev_66f6370101c2,80.6,success,0
PAY0000816,C01419,S003124,2025-11-26 08:57:46,card,407659,PT,567c308d23c04357,dev_874715f4da8e,64.16,success,0
PAY0000817,C01419,S003124,2025-11-29 06:48:09,card,473664,GB,567c308d23c04357,dev_fea266e6e3a2,60.58,success,0
PAY0000818,C00177,S003127,2025-12-10 12:41:18,paypal,464480,IT,241cda7a06d24395,dev_9f3aa62c41d1,69.49,success,0
PAY0000819,C02448,S003140,2025-11-18 09:46:01,google_pay,464778,NL,8b4414056e0746e1,dev_2c048d4028e1,91.72,failed,0
PAY0000820,C01623,S003144,2025-11-02 05:35:34,google_pay,439857,IT,310365e233e54df9,dev_048009a0d020,28.52,success,0
PAY0000821,C01623,S003144,2025-12-18 06:17:24,card,487679,FR,310365e233e54df9,dev_912c5a302232,68.13,success,0
PAY0000822,C00292,S003154,2025-12-16 14:33:01,paypal,417081,ES,de91c846e12e4ee8,dev_81c8bc9f2219,45.99,success,0
PAY0000823,C01634,S003157,2025-11-02 00:51:41,card,420341,ES,d8204413608d4b37,dev_0d57970a7507,47.59,success,0
PAY0000824,C01964,S003171,2025-11-28 16:37:59,paypal,413729,BE,9971b1d79df14031,dev_cdfed37b9fd3,74.41,success,0
PAY0000825,C01964,S003171,2025-11-07 01:02:28,paypal,424293,BE,9971b1d79df14031,dev_59260605f896,109.4,success,0
PAY0000826,C02255,S003176,2025-11-07 09:07:00,google_pay,412559,GB,186cf16efb844486,dev_ae62425b2fdb,134.02,failed,0
PAY0000827,C02255,S003176,2025-11-14 03:08:39,card,443450,ES,186cf16efb844486,dev_934ab332e17d,51.33,success,0
PAY0000828,C01607,S003182,2025-12-27 02:31:31,card,449960,IT,7f62c812e1ca45f4,dev_dbbc0aaabd62,18.51,success,0
PAY0000829,C01807,S003185,2025-11-01 17:26:38,card,439323,FR,6134258f2fc14feb,dev_a0d09ce1dbc0,68.83,success,0
PAY0000830,C00183,S003188,2025-11-23 12:40:30,card,401038,GB,6c5fbbc955e347ac,dev_ba3a4d66c3ae,29.42,failed,0
PAY0000831,C01539,S003201,2025-12-20 23:40:50,card,463567,BE,fdaa1e4e57c947d9,dev_e1afb2e23a01,81.34,success,0
PAY0000832,C00672,S003202,2025-12-05 14:31:20,card,496941,FR,fee9fee6b22d41b0,dev_7ae8ba15a122,44.5,success,0
PAY0000833,C00571,S003203,2025-12-25 05:38:23,apple_pay,474271,GB,5631752f8fb64561,dev_daac4121960e,77.79,success,0
PAY0000834,C00713,S003206,2025-12-14 13:50:07,card,444736,ES,37da7ec5ca3940dd,dev_a5db344f324a,45.42,success,0
PAY0000835,C01783,S003208,2025-12-01 20:40:07,apple_pay,430280,IT,0fd5f52a11034c8c,dev_b83512b6e2f8,39.49,success,0
PAY0000836,C01294,S003209,2025-11-08 01:50:47,apple_pay,426877,FR,ab5ccab0db7746c9,dev_6c6122453c41,39.93,success,0
PAY0000837,C02058,S003212,2025-11-03 19:14:28,apple_pay,453993,NL,5eb1f7c0fb814b0d,dev_887a38f0bff4,79.73,failed,0
PAY0000838,C02058,S003212,2025-12-31 14:33:48,card,471818,DE,5eb1f7c0fb814b0d,dev_bbd46a26cb36,36.79,success,0
PAY0000839,C02058,S003212,2025-12-07 08:44:56,paypal,474437,GB,5eb1f7c0fb814b0d,dev_12efca62078c,85.26,success,0
PAY0000840,C00352,S003228,2025-11-27 16:38:00,google_pay,417697,GB,4b955ffb5e9e4773,dev_a1cec072f868,148.38,failed,0
PAY0000841,C00352,S003228,2025-12-18 19:00:14,paypal,437169,ES,4b955ffb5e9e4773,dev_6c5cea7dd14f,141.45,success,0
PAY0000842,C01847,S003235,2025-12-28 05:59:06,paypal,445227,IT,db1b274d858c4d44,dev_1a1f8ca08b10,32.51,success,0
PAY0000843,C01847,S003235,2025-12-06 19:17:27,card,460099,ES,db1b274d858c4d44,dev_3ff013fc35f7,36.37,success,0
PAY0000844,C02439,S003248,2025-11-25 11:46:00,paypal,440113,ES,9bb39934fc97493e,dev_cf36ccb467eb,82.81,success,0
PAY0000845,C01796,S003249,2025-12-10 15:43:49,paypal,445662,GB,92254b4c75984a1d,dev_35c58a72c45b,41.23,success,0
PAY0000846,C01912,S003253,2025-11-09 16:00:56,card,423380,FR,e853166778a04e75,dev_011a3b19c731,88.1,success,0
PAY0000847,C01912,S003253,2025-12-09 16:08:16,card,475500,FR,e853166778a04e75,dev_44aa7f29e532,30.89,success,0
PAY0000848,C01094,S003260,2025-12-23 05:40:21,google_pay,426015,DE,e158ec87508e4564,dev_126e2b88f512,64.57,success,0
PAY0000849,C00634,S003267,2025-11-29 02:58:07,google_pay,461750,BE,3f8f04070bd84ba2,dev_8a30dbe2f6c5,101.99,success,0
PAY0000850,C02003,S003284,2025-12-03 17:25:35,apple_pay,488653,DE,a0de34ca43dc49cf,dev_af059109e1b2,33.17,success,0
PAY0000851,C01800,S003290,2025-11-28 12:37:08,google_pay,485235,NL,ae8ed0886d504924,dev_4efa44944d97,63.27,success,0
PAY0000852,C00985,S003296,2025-12-16 10:47:52,card,464219,GB,532acfe2bb374c55,dev_3d25c528cdbc,62.89,failed,0
PAY0000853,C00985,S003296,2025-12-02 14:29:51,paypal,490520,IT,532acfe2bb374c55,dev_494c704494e5,87.61,failed,0
PAY0000854,C00985,S003296,2025-12-31 17:14:57,card,481115,PT,532acfe2bb374c55,dev_7ce19f92f53d,49.35,success,0
PAY0000855,C01421,S003298,2025-12-10 17:02:48,card,470350,IT,a43cb83479444d3d,dev_a1949bb2c928,35.07,success,0
PAY0000856,C01452,S003305,2025-12-05 11:22:01,paypal,432179,ES,cc65fa6084624081,dev_ad795309e1aa,21.41,success,0
PAY0000857,C01035,S003309,2025-12-07 20:42:03,google_pay,496439,FR,4b2ce90c4ddf45d5,dev_da3b9b43f266,121.07,success,0
PAY0000858,C00814,S003311,2025-12-09 22:22:14,paypal,486642,ES,52e1b874b9574eda,dev_72a89df06ff9,97.09,success,0
PAY0000859,C00814,S003311,2025-12-18 11:31:19,card,405243,BE,52e1b874b9574eda,dev_5e5e4513e31a,65.96,success,0
PAY0000860,C01019,S003315,2025-11-21 12:25:15,google_pay,463083,ES,33031c3a19ab4810,dev_c290a2f102ce,65.17,success,0
PAY0000861,C00825,S003316,2025-12-01 09:33:44,card,491694,NL,f8d4d9c81e664db6,dev_ccd8da3d2a58,80.75,failed,0
PAY0000862,C00825,S003316,2025-12-12 08:47:36,card,491333,IT,f8d4d9c81e664db6,dev_cc325991efea,102.99,success,0
PAY0000863,C02467,S003322,2025-11-10 16:52:18,google_pay,482482,NL,b67741986ca24a92,dev_ec6ef6f2e4f0,26.9,success,0
PAY0000864,C01085,S003328,2025-12-26 05:30:38,paypal,414917,IT,6648eccef41f46cb,dev_52f00a9ab835,29.94,success,0
PAY0000865,C01085,S003328,2025-11-29 10:45:29,apple_pay,408054,NL,6648eccef41f46cb,dev_e568cd8bbabe,28.03,success,0
PAY0000866,C01875,S003338,2025-11-05 19:36:31,google_pay,453334,DE,6ea116482d4145c1,dev_3873caba9fdd,57.07,success,0
PAY0000867,C01353,S003340,2025-11-05 10:57:18,card,449113,PT,61c36dafb7054b79,dev_78de6552d579,72.38,success,0
PAY0000868,C01309,S003341,2025-11-04 19:39:03,card,495306,GB,99a89e66ff92400d,dev_735067051816,105.18,success,0
PAY0000869,C01309,S003341,2025-12-21 11:19:15,google_pay,465216,NL,99a89e66ff92400d,dev_71c85b53849f,18.0,success,0
PAY0000870,C00554,S003343,2025-12-12 07:33:40,card,476565,ES,844bcced06b54ae0,dev_466486c5a852,36.53,success,0
PAY0000871,C00554,S003343,2025-11-25 15:56:42,apple_pay,473036,GB,844bcced06b54ae0,dev_f6099df1e99e,70.72,success,0
PAY0000872,C00092,S003346,2025-11-15 11:38:23,google_pay,441704,FR,b62ba591fe8f46d8,dev_6fa0888a6feb,74.78,success,0
PAY0000873,C00092,S003346,2025-11-28 20:15:49,card,496187,BE,b62ba591fe8f46d8,dev_20b358620fb9,60.96,success,0
PAY0000874,C00092,S003346,2025-11-21 05:49:25,apple_pay,441329,BE,b62ba591fe8f46d8,dev_d6d0eb7c17a1,40.19,failed,0
PAY0000875,C01754,S003357,2025-12-06 00:53:58,card,479765,NL,28ea955b504b4c63,dev_74520705e0de,48.67,failed,1
PAY0000876,C02294,S003391,2025-12-19 18:42:57,google_pay,464387,FR,f8899b67702b4782,dev_64f0663c7976,62.7,success,0
PAY0000877,C02280,S003393,2025-11-05 23:16:43,paypal,451243,BE,4280f023797b472e,dev_07e0882e03af,30.8,success,0
PAY0000878,C02364,S003394,2025-11-17 17:44:08,apple_pay,450472,NL,715ae22dea5943da,dev_e80ad8e68d68,45.42,success,0
PAY0000879,C00276,S003406,2025-12-08 04:30:53,google_pay,438654,NL,92fb9e47230144e8,dev_9edaf08b1059,35.82,success,0
PAY0000880,C00659,S003407,2025-12-31 00:09:37,google_pay,441425,FR,661f92d8bdd74403,dev_97455c1e7ecd,83.59,success,0
PAY0000881,C00552,S003408,2025-11-07 06:54:49,google_pay,431993,FR,a0729a7364744053,dev_eb50dbba34f6,44.19,failed,0
PAY0000882,C00552,S003408,2025-11-22 15:32:19,paypal,428069,DE,a0729a7364744053,dev_df844526ad85,37.03,success,0
PAY0000883,C02195,S003422,2025-11-07 06:52:32,card,495120,NL,02665d99a5224cde,dev_6f97ed927240,52.83,success,0
PAY0000884,C00670,S003423,2025-12-24 14:56:02,paypal,433240,ES,095195530aef4afd,dev_50cb025be1ce,93.57,success,0
PAY0000885,C01438,S003424,2025-12-31 22:20:15,google_pay,475024,GB,c4d0c298b5074e0a,dev_2238157835f9,66.0,failed,1
PAY0000886,C01187,S003430,2025-12-19 20:45:45,apple_pay,423516,IT,bc74d75da44a4c0b,dev_3bd7c93fa813,109.5,success,0
PAY0000887,C02058,S003435,2025-12-22 20:03:58,card,416619,IT,e0f9449297094f2c,dev_297855e269f3,102.21,success,0
PAY0000888,C02058,S003435,2025-11-06 08:03:45,paypal,470701,NL,e0f9449297094f2c,dev_f8147cdc7f9b,47.59,success,0
PAY0000889,C02058,S003435,2025-12-25 02:48:47,apple_pay,401678,ES,e0f9449297094f2c,dev_c0fd8f94248e,70.85,success,0
PAY0000890,C02401,S003436,2025-11-20 06:20:51,google_pay,420712,BE,2e291fda1c944ffd,dev_bf1493f1d965,109.29,failed,0
PAY0000891,C00377,S003446,2025-11-09 23:36:49,apple_pay,422944,PT,7ba6355e9e2a47be,dev_860ceda5487c,53.66,success,0
PAY0000892,C00377,S003446,2025-11-04 10:41:31,apple_pay,406064,FR,7ba6355e9e2a47be,dev_de4159a2b2cb,74.3,success,0
PAY0000893,C00377,S003446,2025-11-30 01:51:01,google_pay,482185,IT,7ba6355e9e2a47be,dev_69147b646193,44.44,success,0
PAY0000894,C02182,S003452,2025-11-09 17:33:30,paypal,406333,DE,22e07ff21f764e2c,dev_4deb258fae8f,60.25,failed,0
PAY0000895,C02182,S003452,2025-12-20 12:30:33,google_pay,464694,BE,22e07ff21f764e2c,dev_52b5122ba6d7,59.37,success,0
PAY0000896,C02182,S003452,2025-12-15 12:27:44,apple_pay,467940,GB,22e07ff21f764e2c,dev_dcb568059007,88.43,success,0
PAY0000897,C00648,S003456,2025-12-15 07:25:03,google_pay,429218,DE,4d08cde17d4142b0,dev_4c907fab388a,56.12,failed,0
PAY0000898,C00648,S003456,2025-11-16 20:57:08,card,446584,IT,4d08cde17d4142b0,dev_69322cdce91c,73.48,success,0
PAY0000899,C00648,S003456,2025-12-22 08:48:08,card,430177,ES,4d08cde17d4142b0,dev_a6b47338ec4f,79.16,success,0
PAY0000900,C01496,S003462,2025-11-17 04:31:58,apple_pay,415711,ES,1c87ac74a13348f9,dev_192b78b8d0df,46.75,success,0
PAY0000901,C01496,S003462,2025-12-28 16:54:40,google_pay,475093,DE,1c87ac74a13348f9,dev_0b9ea95f1e48,55.64,success,0
PAY0000902,C02305,S003485,2025-11-04 16:12:19,apple_pay,416003,NL,6e6aee1c5ac34a22,dev_ce6c22cfdfab,82.14,success,0
PAY0000903,C00687,S003489,2025-12-10 17:41:50,google_pay,447988,BE,888de2f9eac44eb8,dev_dac2455cf2e9,152.52,failed,0
PAY0000904,C02226,S003494,2025-11-24 06:09:40,card,498113,IT,9da9fbb6dcd64a7e,dev_951b30579e9c,37.87,success,0
PAY0000905,C01381,S003504,2025-11-03 01:44:04,card,483872,FR,855994413dc746a5,dev_cb5b87c9f7ae,84.47,success,0
PAY0000906,C01507,S003505,2025-12-31 04:18:08,apple_pay,441032,ES,17f652c2b7b641f8,dev_fd1c79c11939,115.16,success,0
PAY0000907,C01507,S003505,2025-12-30 21:23:00,card,453024,DE,17f652c2b7b641f8,dev_85c4cdd777e2,69.62,failed,0
PAY0000908,C00618,S003506,2025-11-13 00:55:24,apple_pay,466219,PT,ae67097b55974c95,dev_adf4c547885d,44.42,success,0
PAY0000909,C00618,S003506,2025-12-09 17:19:10,paypal,466511,GB,ae67097b55974c95,dev_1d4f4523442d,65.13,success,0
PAY0000910,C01342,S003508,2025-11-24 00:27:10,apple_pay,411411,IT,9d0c58aee9794001,dev_98734d3d2065,43.15,failed,0
PAY0000911,C00194,S003511,2025-12-18 16:07:14,google_pay,448446,BE,c51361a4ec7446fc,dev_0e289989ce90,53.18,failed,0
PAY0000912,C01064,S003514,2025-12-31 10:40:13,google_pay,489266,NL,d2040a20ef6f4819,dev_170bb5873cfb,79.31,success,0
PAY0000913,C02445,S003515,2025-11-17 10:07:29,google_pay,424433,FR,b82c629f8ca64d8c,dev_e67e4fb39988,64.89,success,0
PAY0000914,C00527,S003517,2025-12-01 16:00:00,apple_pay,496909,GB,8feb3c486b3b4813,dev_b5dd026f4793,72.84,success,0
PAY0000915,C00784,S003519,2025-12-10 09:33:22,paypal,429986,FR,411a2ec97bc74830,dev_a3c9d81c54a1,39.4,success,0
PAY0000916,C00784,S003519,2025-12-07 22:44:26,apple_pay,493805,NL,411a2ec97bc74830,dev_018cad39ca4b,50.66,success,0
PAY0000917,C01866,S003523,2025-12-04 10:04:39,apple_pay,459888,ES,0c2ebe755e8b4460,dev_2bfeaa391b47,87.87,success,0
PAY0000918,C01866,S003523,2025-12-21 05:22:12,paypal,411424,FR,0c2ebe755e8b4460,dev_915fdbc30d6d,31.38,success,0
PAY0000919,C02398,S003524,2025-12-04 06:20:00,card,432828,IT,b5f274ded4154838,dev_f7d6a3551622,36.71,success,0
PAY0000920,C00526,S003535,2025-12-25 14:56:54,card,438983,ES,41d25475ff6046cc,dev_112d2700e907,58.12,failed,0
PAY0000921,C02240,S003536,2025-11-07 03:28:34,card,499764,ES,1c8ee109d08243bc,dev_bbfa3eba10a8,52.83,success,0
PAY0000922,C01632,S003542,2025-12-22 12:40:47,card,457825,ES,c6e18080b3904b52,dev_63efc4413403,94.28,success,0
PAY0000923,C00203,S003543,2025-11-15 00:42:22,card,428786,NL,99d24c74b56345b0,dev_358c0a1f60f9,22.7,success,0
PAY0000924,C00203,S003543,2025-12-28 04:47:45,paypal,405325,PT,99d24c74b56345b0,dev_4f7980bd1b00,64.26,failed,0
PAY0000925,C00203,S003543,2025-12-14 22:19:19,paypal,481201,IT,99d24c74b56345b0,dev_d31ed429bc95,123.59,success,0
PAY0000926,C00447,S003544,2025-12-18 06:15:56,apple_pay,429582,DE,3e65a650f3d84c88,dev_0a0c585eef13,77.26,success,0
PAY0000927,C02226,S003547,2025-12-28 07:11:41,card,412841,GB,e8ae44136bdc480e,dev_50efc21c7ce0,33.44,failed,0
PAY0000928,C00829,S003549,2025-12-19 19:22:11,google_pay,406001,GB,cd7457c75bd04092,dev_2fa21ce9f289,198.82,success,0
PAY0000929,C00829,S003549,2025-12-01 02:38:01,paypal,465115,FR,cd7457c75bd04092,dev_7cb1bd13d5ee,52.14,success,0
PAY0000930,C00103,S003552,2025-12-27 04:33:56,paypal,403651,FR,d77ecb19d62340c9,dev_a907dc7c9d70,22.3,success,0
PAY0000931,C01332,S003559,2025-11-05 02:01:42,card,440776,DE,946774ea56af43bc,dev_134887d00fc5,96.1,success,0
PAY0000932,C02075,S003563,2025-12-26 23:06:04,google_pay,474902,ES,506253e91df24e9f,dev_5fcbe555118f,46.35,success,0
PAY0000933,C02075,S003563,2025-11-07 23:16:06,google_pay,410787,GB,506253e91df24e9f,dev_8c045001934f,154.78,failed,0
PAY0000934,C00298,S003566,2025-12-10 16:28:48,paypal,445195,BE,1e717ee5460e4b6f,dev_00e31a04a1e7,92.27,success,0
PAY0000935,C00298,S003566,2025-11-01 19:37:56,apple_pay,452958,IT,1e717ee5460e4b6f,dev_007b38b8420f,173.99,success,0
PAY0000936,C00504,S003569,2025-11-28 18:32:11,google_pay,425065,ES,a71ac2a8fada460f,dev_a7d72436311d,41.51,success,0
PAY0000937,C00636,S003595,2025-11-21 06:03:47,apple_pay,426506,ES,c6cb188f0f3643e2,dev_888ebe7de252,118.52,success,0
PAY0000938,C01633,S003604,2025-12-02 04:11:18,card,499200,ES,a31c5170952e42b5,dev_69f69a93d7ed,46.25,success,0
PAY0000939,C02055,S003607,2025-12-25 17:02:06,card,404300,FR,ad517c88fc47479a,dev_5be908eccfc0,77.84,success,0
PAY0000940,C02391,S003613,2025-12-10 11:56:17,card,486920,NL,3201e77bf77c475d,dev_f5242a5c46e4,72.07,success,0
PAY0000941,C00620,S003615,2025-12-17 08:27:45,apple_pay,440318,NL,e562a3e1bd324b71,dev_0ae1381b5c63,124.49,failed,0
PAY0000942,C00620,S003615,2025-11-26 12:01:51,paypal,481466,PT,e562a3e1bd324b71,dev_8c3e5070034d,96.01,success,0
PAY0000943,C01000,S003624,2025-11-16 11:41:36,apple_pay,472415,NL,25bd3f828fa04867,dev_b9dea37e1a08,54.1,success,0
PAY0000944,C01000,S003624,2025-11-30 14:12:51,card,494828,FR,25bd3f828fa04867,dev_b72f94243534,108.84,success,0
PAY0000945,C00134,S003626,2025-11-02 08:17:30,google_pay,453890,NL,f88653e3a3bc4589,dev_e8571cd0836a,63.98,success,0
PAY0000946,C02104,S003636,2025-12-27 03:56:51,paypal,453228,BE,0fb3cddf149144b7,dev_9d94fd6352ab,91.11,success,0
PAY0000947,C01030,S003639,2025-11-01 08:24:03,apple_pay,441501,IT,6563ecbdc3bd4715,dev_2d30633c9e5a,76.18,success,0
PAY0000948,C00837,S003648,2025-12-09 10:24:18,google_pay,473211,PT,8f716041d2624693,dev_14487b994090,60.59,success,0
PAY0000949,C01398,S003651,2025-12-20 05:49:03,google_pay,497471,ES,6e21462ea0e84e5e,dev_221d9b0d8e9b,36.76,failed,0
PAY0000950,C01398,S003651,2025-11-13 13:08:03,card,450417,GB,6e21462ea0e84e5e,dev_016ec79bb14d,73.08,success,0
PAY0000951,C02058,S003652,2025-12-25 16:07:08,card,463578,PT,4e92f568eb3f4039,dev_3c5a73b0fcf7,49.22,failed,0
PAY0000952,C00805,S003655,2025-11-30 11:15:51,google_pay,470657,NL,4c000c9eff0f463e,dev_39e632da327d,38.34,success,0
PAY0000953,C02054,S003665,2025-11-02 09:10:55,paypal,450128,PT,806eb3fb533b4087,dev_8fe9ba737bb6,96.9,success,0
PAY0000954,C02054,S003665,2025-12-07 18:33:37,apple_pay,449760,PT,806eb3fb533b4087,dev_4e420535f604,50.2,failed,0
PAY0000955,C02397,S003672,2025-11-22 10:25:20,paypal,416848,FR,ea721cea877f4639,dev_8ecc99f5c3ff,29.6,success,0
PAY0000956,C01979,S003679,2025-11-14 16:36:38,paypal,447076,DE,3e69ff533ae2433b,dev_8e012a9a7a2f,66.75,success,0
PAY0000957,C00918,S003685,2025-12-23 03:02:03,apple_pay,432028,FR,c10f0d74569b4065,dev_50395ea4b33f,62.28,success,0
PAY0000958,C01489,S003697,2025-12-07 08:28:29,apple_pay,480648,ES,91f83e5539f54268,dev_e0e93a785f12,64.86,success,0
PAY0000959,C02003,S003702,2025-11-17 10:43:21,apple_pay,458371,ES,78229cee6366440c,dev_4e38f6489072,64.83,success,0
PAY0000960,C00460,S003703,2025-12-10 22:16:35,paypal,450413,FR,25703bae29e340c9,dev_0cf063b63852,42.41,success,0
PAY0000961,C00460,S003703,2025-12-03 18:34:46,paypal,427175,GB,25703bae29e340c9,dev_29f75418892f,55.72,success,0
PAY0000962,C01107,S003710,2025-11-15 11:48:05,apple_pay,460300,DE,6afa54607cc540b2,dev_d139ce2d900e,106.45,success,0
PAY0000963,C01522,S003715,2025-11-28 05:12:33,google_pay,456709,DE,1469ee2cb24a4662,dev_2f8338576dfd,97.98,success,0
PAY0000964,C01522,S003715,2025-12-03 06:10:43,google_pay,444360,PT,1469ee2cb24a4662,dev_8b30d1f91098,56.88,failed,0
PAY0000965,C01522,S003715,2025-12-08 11:25:49,apple_pay,467353,ES,1469ee2cb24a4662,dev_ce3c72406baf,86.78,success,0
PAY0000966,C01143,S003727,2025-12-11 20:22:47,paypal,405734,PT,df65aff19c854f43,dev_a8dd23627619,69.54,success,0
PAY0000967,C00864,S003736,2025-11-01 12:49:09,apple_pay,487534,FR,3832ce58eebb4538,dev_ff1ad1913163,57.49,success,0
PAY0000968,C00864,S003736,2025-11-03 15:03:24,card,428457,GB,3832ce58eebb4538,dev_b0c584e9fb35,116.86,success,0
PAY0000969,C00140,S003738,2025-12-15 04:32:48,google_pay,447999,IT,5a615e2c5c724359,dev_9fa7c7a3c368,44.58,success,0
PAY0000970,C00140,S003738,2025-11-15 15:14:14,google_pay,481869,GB,5a615e2c5c724359,dev_6e547310f5cb,76.55,success,0
PAY0000971,C00386,S003746,2025-12-04 20:25:51,google_pay,480957,IT,14e0efdc2a984efd,dev_58aa7b1e7dbe,31.55,success,0
PAY0000972,C02328,S003760,2025-11-28 08:54:40,apple_pay,423294,ES,aff469b2d9a243ba,dev_86e44454f59d,78.43,success,0
PAY0000973,C00024,S003761,2025-11-30 00:44:13,card,414076,DE,72626d1e9cbe45a3,dev_cdf19c8dae5c,49.55,success,0
PAY0000974,C01936,S003771,2025-12-01 06:35:51,google_pay,405571,IT,b9605a5195ef4bd4,dev_91dd16cbb8af,56.16,success,0
PAY0000975,C01936,S003771,2025-11-08 17:46:42,card,489364,FR,b9605a5195ef4bd4,dev_0a92a95233cf,58.5,success,0
PAY0000976,C01936,S003771,2025-12-05 10:46:52,paypal,474910,PT,b9605a5195ef4bd4,dev_6308da880e1a,24.57,success,0
PAY0000977,C01744,S003772,2025-12-20 09:00:37,paypal,489326,BE,e814fedb190f4d97,dev_37abb8c91470,32.25,success,0
PAY0000978,C01943,S003774,2025-12-02 02:52:35,google_pay,459434,BE,0b11e039e80a4dfc,dev_57b82d9b6930,96.89,success,0
PAY0000979,C00765,S003791,2025-11-06 09:57:12,paypal,401940,DE,47fe78bd05124688,dev_7af0f95fc4a5,69.9,success,0
PAY0000980,C00765,S003791,2025-12-02 04:08:54,apple_pay,433180,NL,47fe78bd05124688,dev_251051d134e0,128.54,success,0
PAY0000981,C00394,S003800,2025-11-20 16:10:50,paypal,407606,BE,e00167a0a46f45c8,dev_3033d39367d0,36.03,success,0
PAY0000982,C01739,S003803,2025-11-05 13:55:17,apple_pay,419607,FR,55eeef75de104fdf,dev_54a1a7a5ade7,97.81,success,0
PAY0000983,C02397,S003808,2025-12-28 14:02:02,paypal,481708,NL,2154d125539a424d,dev_bc4937748828,82.05,success,0
PAY0000984,C02306,S003813,2025-11-08 08:16:08,card,450255,ES,f8a9feab5baa48b9,dev_4568bebb1e28,112.62,failed,0
PAY0000985,C01569,S003816,2025-11-03 02:04:10,paypal,411400,ES,f069eec649934330,dev_a0040de2488f,63.53,success,0
PAY0000986,C01569,S003816,2025-12-23 22:09:35,card,446804,FR,f069eec649934330,dev_8b5a3d063dc8,70.22,success,0
PAY0000987,C00992,S003828,2025-11-03 15:14:36,apple_pay,405569,ES,81514bb31b044dec,dev_bc03c1d9468d,44.93,success,0
PAY0000988,C00992,S003828,2025-12-29 21:29:04,paypal,475137,FR,81514bb31b044dec,dev_3a51985c3ad3,59.04,success,0
PAY0000989,C00878,S003829,2025-11-13 11:56:52,paypal,454948,FR,f58ce068857b4031,dev_085a8d5795b1,53.46,success,0
PAY0000990,C00878,S003829,2025-12-20 19:39:17,card,455678,BE,f58ce068857b4031,dev_7fd81a2cda1c,36.73,failed,0
PAY0000991,C00878,S003829,2025-11-29 13:52:08,paypal,490276,NL,f58ce068857b4031,dev_6e5c602dc2ca,70.9,success,0
