order_id,customer_id,session_id,payment_id,order_ts,total_amount,currency,shipping_method,status
O0000584,C02186,S002756,PAY0000715,2025-12-11 10:16:46,76.04,EUR,express,paid
O0000585,C00454,S002757,PAY0000716,2025-12-22 17:10:46,53.86,EUR,pickup_point,paid
O0000586,C01250,S002758,PAY0000717,2025-12-11 11:44:12,62.89,EUR,standard,paid
O0000587,C01250,S002758,PAY0000718,2025-11-02 11:00:47,65.41,EUR,express,paid
O0000588,C02491,S002759,PAY0000719,2025-11-16 14:39:39,274.94,EUR,standard,paid
O0000589,C00949,S002765,PAY0000720,2025-11-26 03:26:05,91.9,EUR,pickup_point,paid
O0000590,C00155,S002771,PAY0000721,2025-11-09 14:46:11,43.47,EUR,pickup_point,paid
O0000591,C01261,S002778,PAY0000722,2025-11-26 16:54:06,61.66,EUR,express,paid
O0000592,C01261,S002778,PAY0000723,2025-12-10 20:56:10,95.71,EUR,express,paid
O0000593,C00707,S002786,PAY0000725,2025-12-13 19:49:59,32.4,EUR,express,paid
O0000594,C00332,S002808,PAY0000729,2025-12-31 21:06:36,46.98,EUR,pickup_point,paid
O0000595,C01574,S002815,PAY0000733,2025-12-11 21:33:45,27.82,EUR,pickup_point,paid
O0000596,C00420,S002816,PAY0000734,2025-11-18 10:41:08,52.57,EUR,express,paid
O0000597,C02001,S002819,PAY0000735,2025-12-12 10:57:43,39.56,EUR,pickup_point,paid
O0000598,C01725,S002837,PAY0000737,2025-12-07 11:04:00,167.79,EUR,pickup_point,paid
O0000599,C02344,S002840,PAY0000738,2025-11-26 04:30:53,75.91,EUR,express,paid
O0000600,C02344,S002840,PAY0000739,2025-11-16 11:35:11,81.33,EUR,pickup_point,paid
O0000601,C01385,S002845,PAY0000740,2025-12-19 13:56:40,96.14,EUR,pickup_point,paid
O0000602,C01385,S002845,PAY0000741,2025-11-16 09:33:38,122.32,EUR,standard,paid
O0000603,C01408,S002858,PAY0000744,2025-11-30 05:28:08,102.19,EUR,standard,paid
O0000604,C01808,S002864,PAY0000745,2025-12-08 20:40:58,43.65,EUR,standard,paid
O0000605,C01808,S002864,PAY0000746,2025-12-31 21:35:05,33.82,EUR,pickup_point,paid
O0000606,C01808,S002864,PAY0000747,2025-12-06 02:16:18,54.09,EUR,pickup_point,paid
O0000607,C00023,S002866,PAY0000749,2025-11-30 17:49:15,71.04,EUR,standard,paid
O0000608,C01634,S002867,PAY0000750,2025-12-05 11:12:59,54.06,EUR,standard,paid
O0000609,C01607,S002875,PAY0000751,2025-12-13 22:07:58,105.33,EUR,standard,paid
O0000610,C00270,S002896,PAY0000752,2025-11-07 00:04:17,85.55,EUR,express,paid
O0000611,C00270,S002896,PAY0000753,2025-12-19 02:34:26,47.01,EUR,standard,paid
O0000612,C01124,S002898,PAY0000754,2025-11-20 02:20:31,61.23,EUR,standard,paid
O0000613,C01384,S002904,PAY0000756,2025-11-07 13:21:17,71.13,EUR,standard,paid
O0000614,C01379,S002910,PAY0000757,2025-12-13 14:30:24,88.8,EUR,express,paid
O0000615,C01379,S002910,PAY0000758,2025-12-13 14:34:38,22.06,EUR,express,paid
O0000616,C01862,S002913,PAY0000760,2025-11-10 04:33:18,141.93,EUR,pickup_point,paid
O0000617,C01862,S002913,PAY0000762,2025-12-16 14:53:12,140.67,EUR,standard,paid
O0000618,C00063,S002921,PAY0000764,2025-12-26 08:53:24,52.49,EUR,standard,paid
O0000619,C02073,S002926,PAY0000765,2025-12-24 01:26:45,73.55,EUR,pickup_point,paid
O0000620,C02073,S002926,PAY0000766,2025-12-07 17:39:50,57.78,EUR,standard,paid
O0000621,C01292,S002928,PAY0000768,2025-12-18 10:16:06,63.23,EUR,pickup_point,paid
O0000622,C01292,S002928,PAY0000769,2025-11-02 19:39:30,91.88,EUR,standard,paid
O0000623,C01133,S002932,PAY0000770,2025-11-05 16:08:13,40.8,EUR,standard,paid
O0000624,C01133,S002932,PAY0000771,2025-11-01 20:27:22,75.11,EUR,standard,paid
O0000625,C01042,S002939,PAY0000772,2025-12-10 22:22:42,57.9,EUR,pickup_point,paid
O0000626,C00855,S002941,PAY0000773,2025-12-07 01:29:29,42.49,EUR,pickup_point,paid
O0000627,C00855,S002941,PAY0000774,2025-11-30 17:50:05,82.27,EUR,pickup_point,paid
O0000628,C01988,S002945,PAY0000775,2025-11-22 14:42:26,123.1,EUR,pickup_point,paid
O0000629,C00490,S002950,PAY0000776,2025-11-22 18:51:05,51.02,EUR,pickup_point,paid
O0000630,C01256,S002966,PAY0000778,2025-12-10 22:11:23,60.53,EUR,express,paid
O0000631,C01256,S002966,PAY0000779,2025-12-31 22:13:31,69.98,EUR,pickup_point,paid
O0000632,C01256,S002966,PAY0000780,2025-11-15 21:33:16,97.31,EUR,standard,paid
O0000633,C01101,S002975,PAY0000782,2025-12-09 01:04:40,116.61,EUR,express,paid
O0000634,C01308,S002985,PAY0000784,2025-12-19 19:31:31,36.42,EUR,express,paid
O0000635,C02071,S002994,PAY0000785,2025-11-05 02:29:58,26.97,EUR,express,paid
O0000636,C00619,S002998,PAY0000786,2025-11-15 13:17:34,88.66,EUR,express,paid
O0000637,C00302,S003001,PAY0000787,2025-12-05 12:13:41,52.62,EUR,pickup_point,paid
O0000638,C00612,S003004,PAY0000788,2025-12-15 21:50:31,107.56,EUR,standard,paid
O0000639,C00074,S003008,PAY0000789,2025-11-11 04:07:29,41.86,EUR,pickup_point,paid
O0000640,C00937,S003015,PAY0000790,2025-11-12 04:55:28,81.52,EUR,pickup_point,paid
O0000641,C02493,S003027,PAY0000792,2025-11-04 01:45:22,83.69,EUR,express,paid
O0000642,C00908,S003029,PAY0000793,2025-11-08 22:53:43,79.53,EUR,pickup_point,paid
O0000643,C02028,S003045,PAY0000795,2025-12-13 18:37:59,72.71,EUR,express,paid
O0000644,C02028,S003045,PAY0000796,2025-11-08 03:06:14,169.22,EUR,pickup_point,paid
O0000645,C00909,S003062,PAY0000798,2025-12-08 02:22:04,252.1,EUR,express,paid
O0000646,C00909,S003062,PAY0000799,2025-12-08 16:02:30,71.45,EUR,express,paid
O0000647,C02291,S003072,PAY0000800,2025-11-19 14:07:06,86.5,EUR,express,paid
O0000648,C02291,S003072,PAY0000801,2025-11-09 02:49:45,53.82,EUR,express,paid
O0000649,C01592,S003081,PAY0000803,2025-11-03 10:24:04,42.98,EUR,pickup_point,paid
O0000650,C01555,S003084,PAY0000804,2025-11-20 14:45:31,100.23,EUR,pickup_point,paid
O0000651,C01555,S003084,PAY0000805,2025-11-28 21:56:51,46.41,EUR,standard,paid
O0000652,C02416,S003088,PAY0000806,2025-11-23 19:17:12,141.15,EUR,standard,paid
O0000653,C00924,S003094,PAY0000807,2025-11-15 00:32:25,36.39,EUR,express,paid
O0000654,C00282,S003106,PAY0000810,2025-12-31 21:04:25,40.32,EUR,standard,paid
O0000655,C01613,S003121,PAY0000812,2025-12-28 07:12:28,52.45,EUR,standard,paid
O0000656,C00712,S003123,PAY0000813,2025-11-08 02:16:47,125.45,EUR,express,paid
O0000657,C00712,S003123,PAY0000814,2025-12-02 18:03:22,46.27,EUR,express,paid
O0000658,C01419,S003124,PAY0000815,2025-11-15 08:50:13,80.6,EUR,express,paid
O0000659,C01419,S003124,PAY0000816,2025-11-26 08:57:46,64.16,EUR,standard,paid
O0000660,C01419,S003124,PAY0000817,2025-11-29 06:48:09,60.58,EUR,express,paid
O0000661,C00177,S003127,PAY0000818,2025-12-10 12:41:18,69.49,EUR,standard,paid
O0000662,C01623,S003144,PAY0000820,2025-11-02 05:35:34,28.52,EUR,express,paid
O0000663,C01623,S003144,PAY0000821,2025-12-18 06:17:24,68.13,EUR,express,paid
O0000664,C00292,S003154,PAY0000822,2025-12-16 14:33:01,45.99,EUR,pickup_point,paid
O0000665,C01634,S003157,PAY0000823,2025-11-02 00:51:41,47.59,EUR,pickup_point,paid
O0000666,C01964,S003171,PAY0000824,2025-11-28 16:37:59,74.41,EUR,express,paid
O0000667,C01964,S003171,PAY0000825,2025-11-07 01:02:28,109.4,EUR,pickup_point,paid
O0000668,C02255,S003176,PAY0000827,2025-11-14 03:08:39,51.33,EUR,pickup_point,paid
O0000669,C01607,S003182,PAY0000828,2025-12-27 02:31:31,18.51,EUR,pickup_point,paid
O0000670,C01807,S003185,PAY0000829,2025-11-01 17:26:38,68.83,EUR,pickup_point,paid
O0000671,C01539,S003201,PAY0000831,2025-12-20 23:40:50,81.34,EUR,standard,paid
O0000672,C00672,S003202,PAY0000832,2025-12-05 14:31:20,44.5,EUR,pickup_point,paid
O0000673,C00571,S003203,PAY0000833,2025-12-25 05:38:23,77.79,EUR,express,paid
O0000674,C00713,S003206,PAY0000834,2025-12-14 13:50:07,45.42,EUR,pickup_point,paid
O0000675,C01783,S003208,PAY0000835,2025-12-01 20:40:07,39.49,EUR,express,paid
O0000676,C01294,S003209,PAY0000836,2025-11-08 01:50:47,39.93,EUR,standard,paid
O0000677,C02058,S003212,PAY0000838,2025-12-31 14:33:48,36.79,EUR,express,paid
O0000678,C02058,S003212,PAY0000839,2025-12-07 08:44:56,85.26,EUR,express,paid
O0000679,C00352,S003228,PAY0000841,2025-12-18 19:00:14,141.45,EUR,pickup_point,paid
O0000680,C01847,S003235,PAY0000842,2025-12-28 05:59:06,32.51,EUR,express,paid
O0000681,C01847,S003235,PAY0000843,2025-12-06 19:17:27,36.37,EUR,express,paid
O0000682,C02439,S003248,PAY0000844,2025-11-25 11:46:00,82.81,EUR,standard,paid
O0000683,C01796,S003249,PAY0000845,2025-12-10 15:43:49,41.23,EUR,standard,paid
O0000684,C01912,S003253,PAY0000846,2025-11-09 16:00:56,88.1,EUR,pickup_point,paid
O0000685,C01912,S003253,PAY0000847,2025-12-09 16:08:16,30.89,EUR,standard,paid
O0000686,C01094,S003260,PAY0000848,2025-12-23 05:40:21,64.57,EUR,standard,paid
O0000687,C00634,S003267,PAY0000849,2025-11-29 02:58:07,101.99,EUR,express,paid
O0000688,C02003,S003284,PAY0000850,2025-12-03 17:25:35,33.17,EUR,pickup_point,paid
O0000689,C01800,S003290,PAY0000851,2025-11-28 12:37:08,63.27,EUR,pickup_point,paid
O0000690,C00985,S003296,PAY0000854,2025-12-31 17:14:57,49.35,EUR,express,paid
O0000691,C01421,S003298,PAY0000855,2025-12-10 17:02:48,35.07,EUR,standard,paid
O0000692,C01452,S003305,PAY0000856,2025-12-05 11:22:01,21.41,EUR,standard,paid
O0000693,C01035,S003309,PAY0000857,2025-12-07 20:42:03,121.07,EUR,standard,paid
O0000694,C00814,S003311,PAY0000858,2025-12-09 22:22:14,97.09,EUR,pickup_point,paid
O0000695,C00814,S003311,PAY0000859,2025-12-18 11:31:19,65.96,EUR,express,paid
O0000696,C01019,S003315,PAY0000860,2025-11-21 12:25:15,65.17,EUR,express,paid
O0000697,C00825,S003316,PAY0000862,2025-12-12 08:47:36,102.99,EUR,standard,paid
O0000698,C02467,S003322,PAY0000863,2025-11-10 16:52:18,26.9,EUR,pickup_point,paid
O0000699,C01085,S003328,PAY0000864,2025-12-26 05:30:38,29.94,EUR,express,paid
O0000700,C01085,S003328,PAY0000865,2025-11-29 10:45:29,28.03,EUR,standard,paid
O0000701,C01875,S003338,PAY0000866,2025-11-05 19:36:31,57.07,EUR,standard,paid
O0000702,C01353,S003340,PAY0000867,2025-11-05 10:57:18,72.38,EUR,express,paid
O0000703,C01309,S003341,PAY0000868,2025-11-04 19:39:03,105.18,EUR,express,paid
O0000704,C01309,S003341,PAY0000869,2025-12-21 11:19:15,18.0,EUR,express,paid
O0000705,C00554,S003343,PAY0000870,2025-12-12 07:33:40,36.53,EUR,pickup_point,paid
O0000706,C00554,S003343,PAY0000871,2025-11-25 15:56:42,70.72,EUR,standard,paid
O0000707,C00092,S003346,PAY0000872,2025-11-15 11:38:23,74.78,EUR,express,paid
O0000708,C00092,S003346,PAY0000873,2025-11-28 20:15:49,60.96,EUR,pickup_point,paid
O0000709,C02294,S003391,PAY0000876,2025-12-19 18:42:57,62.7,EUR,pickup_point,paid
O0000710,C02280,S003393,PAY0000877,2025-11-05 23:16:43,30.8,EUR,express,paid
O0000711,C02364,S003394,PAY0000878,2025-11-17 17:44:08,45.42,EUR,express,paid
O0000712,C00276,S003406,PAY0000879,2025-12-08 04:30:53,35.82,EUR,express,paid
O0000713,C00659,S003407,PAY0000880,2025-12-31 00:09:37,83.59,EUR,express,paid
O0000714,C00552,S003408,PAY0000882,2025-11-22 15:32:19,37.03,EUR,pickup_point,paid
O0000715,C02195,S003422,PAY0000883,2025-11-07 06:52:32,52.83,EUR,express,paid
O0000716,C00670,S003423,PAY0000884,2025-12-24 14:56:02,93.57,EUR,standard,paid
O0000717,C01187,S003430,PAY0000886,2025-12-19 20:45:45,109.5,EUR,standard,paid
O0000718,C02058,S003435,PAY0000887,2025-12-22 20:03:58,102.21,EUR,express,paid
O0000719,C02058,S003435,PAY0000888,2025-11-06 08:03:45,47.59,EUR,express,paid
O0000720,C02058,S003435,PAY0000889,2025-12-25 02:48:47,70.85,EUR,pickup_point,paid
O0000721,C00377,S003446,PAY0000891,2025-11-09 23:36:49,53.66,EUR,standard,paid
O0000722,C00377,S003446,PAY0000892,2025-11-04 10:41:31,74.3,EUR,standard,paid
O0000723,C00377,S003446,PAY0000893,2025-11-30 01:51:01,44.44,EUR,pickup_point,paid
O0000724,C02182,S003452,PAY0000895,2025-12-20 12:30:33,59.37,EUR,express,paid
O0000725,C02182,S003452,PAY0000896,2025-12-15 12:27:44,88.43,EUR,pickup_point,paid
O0000726,C00648,S003456,PAY0000898,2025-11-16 20:57:08,73.48,EUR,pickup_point,paid
O0000727,C00648,S003456,PAY0000899,2025-12-22 08:48:08,79.16,EUR,standard,paid
O0000728,C01496,S003462,PAY0000900,2025-11-17 04:31:58,46.75,EUR,pickup_point,paid
O0000729,C01496,S003462,PAY0000901,2025-12-28 16:54:40,55.64,EUR,standard,paid
O0000730,C02305,S003485,PAY0000902,2025-11-04 16:12:19,82.14,EUR,standard,paid
O0000731,C02226,S003494,PAY0000904,2025-11-24 06:09:40,37.87,EUR,pickup_point,paid
O0000732,C01381,S003504,PAY0000905,2025-11-03 01:44:04,84.47,EUR,pickup_point,paid
O0000733,C01507,S003505,PAY0000906,2025-12-31 04:18:08,115.16,EUR,express,paid
O0000734,C00618,S003506,PAY0000908,2025-11-13 00:55:24,44.42,EUR,standard,paid
O0000735,C00618,S003506,PAY0000909,2025-12-09 17:19:10,65.13,EUR,pickup_point,paid
O0000736,C01064,S003514,PAY0000912,2025-12-31 10:40:13,79.31,EUR,standard,paid
O0000737,C02445,S003515,PAY0000913,2025-11-17 10:07:29,64.89,EUR,pickup_point,paid
O0000738,C00527,S003517,PAY0000914,2025-12-01 16:00:00,72.84,EUR,pickup_point,paid
O0000739,C00784,S003519,PAY0000915,2025-12-10 09:33:22,39.4,EUR,express,paid
O0000740,C00784,S003519,PAY0000916,2025-12-07 22:44:26,50.66,EUR,express,paid
O0000741,C01866,S003523,PAY0000917,2025-12-04 10:04:39,87.87,EUR,express,paid
O0000742,C01866,S003523,PAY0000918,2025-12-21 05:22:12,31.38,EUR,pickup_point,paid
O0000743,C02398,S003524,PAY0000919,2025-12-04 06:20:00,36.71,EUR,express,paid
O0000744,C02240,S003536,PAY0000921,2025-11-07 03:28:34,52.83,EUR,standard,paid
O0000745,C01632,S003542,PAY0000922,2025-12-22 12:40:47,94.28,EUR,standard,paid
O0000746,C00203,S003543,PAY0000923,2025-11-15 00:42:22,22.7,EUR,pickup_point,paid
O0000747,C00203,S003543,PAY0000925,2025-12-14 22:19:19,123.59,EUR,express,paid
O0000748,C00447,S003544,PAY0000926,2025-12-18 06:15:56,77.26,EUR,pickup_point,paid
O0000749,C00829,S003549,PAY0000928,2025-12-19 19:22:11,198.82,EUR,pickup_point,paid
O0000750,C00829,S003549,PAY0000929,2025-12-01 02:38:01,52.14,EUR,standard,paid
O0000751,C00103,S003552,PAY0000930,2025-12-27 04:33:56,22.3,EUR,express,paid
O0000752,C01332,S003559,PAY0000931,2025-11-05 02:01:42,96.1,EUR,standard,paid
O0000753,C02075,S003563,PAY0000932,2025-12-26 23:06:04,46.35,EUR,express,paid
O0000754,C00298,S003566,PAY0000934,2025-12-10 16:28:48,92.27,EUR,express,paid
O0000755,C00298,S003566,PAY0000935,2025-11-01 19:37:56,173.99,EUR,pickup_point,paid
O0000756,C00504,S003569,PAY0000936,2025-11-28 18:32:11,41.51,EUR,express,paid
O0000757,C00636,S003595,PAY0000937,2025-11-21 06:03:47,118.52,EUR,express,paid
O0000758,C01633,S003604,PAY0000938,2025-12-02 04:11:18,46.25,EUR,pickup_point,paid
O0000759,C02055,S003607,PAY0000939,2025-12-25 17:02:06,77.84,EUR,standard,paid
O0000760,C02391,S003613,PAY0000940,2025-12-10 11:56:17,72.07,EUR,standard,paid
O0000761,C00620,S003615,PAY0000942,2025-11-26 12:01:51,96.01,EUR,standard,paid
O0000762,C01000,S003624,PAY0000943,2025-11-16 11:41:36,54.1,EUR,express,paid
O0000763,C01000,S003624,PAY0000944,2025-11-30 14:12:51,108.84,EUR,express,paid
O0000764,C00134,S003626,PAY0000945,2025-11-02 08:17:30,63.98,EUR,pickup_point,paid
O0000765,C02104,S003636,PAY0000946,2025-12-27 03:56:51,91.11,EUR,pickup_point,paid
O0000766,C01030,S003639,PAY0000947,2025-11-01 08:24:03,76.18,EUR,pickup_point,paid
O0000767,C00837,S003648,PAY0000948,2025-12-09 10:24:18,60.59,EUR,standard,paid
O0000768,C01398,S003651,PAY0000950,2025-11-13 13:08:03,73.08,EUR,express,paid
O0000769,C00805,S003655,PAY0000952,2025-11-30 11:15:51,38.34,EUR,pickup_point,paid
O0000770,C02054,S003665,PAY0000953,2025-11-02 09:10:55,96.9,EUR,express,paid
O0000771,C02397,S003672,PAY0000955,2025-11-22 10:25:20,29.6,EUR,pickup_point,paid
O0000772,C01979,S003679,PAY0000956,2025-11-14 16:36:38,66.75,EUR,pickup_point,paid
O0000773,C00918,S003685,PAY0000957,2025-12-23 03:02:03,62.28,EUR,standard,paid
O0000774,C01489,S003697,PAY0000958,2025-12-07 08:28:29,64.86,EUR,standard,paid
O0000775,C02003,S003702,PAY0000959,2025-11-17 10:43:21,64.83,EUR,express,paid
O0000776,C00460,S003703,PAY0000960,2025-12-10 22:16:35,42.41,EUR,express,paid
O0000777,C00460,S003703,PAY0000961,2025-12-03 18:34:46,55.72,EUR,pickup_point,paid
O0000778,C01107,S003710,PAY0000962,2025-11-15 11:48:05,106.45,EUR,standard,paid
O0000779,C01522,S003715,PAY0000963,2025-11-28 05:12:33,97.98,EUR,express,paid
O0000780,C01522,S003715,PAY0000965,2025-12-08 11:25:49,86.78,EUR,standard,paid
O0000781,C01143,S003727,PAY0000966,2025-12-11 20:22:47,69.54,EUR,express,paid
O0000782,C00864,S003736,PAY0000967,2025-11-01 12:49:09,57.49,EUR,express,paid
O0000783,C00864,S003736,PAY0000968,2025-11-03 15:03:24,116.86,EUR,standard,paid
O0000784,C00140,S003738,PAY0000969,2025-12-15 04:32:48,44.58,EUR,express,paid
O0000785,C00140,S003738,PAY0000970,2025-11-15 15:14:14,76.55,EUR,express,paid
O0000786,C00386,S003746,PAY0000971,2025-12-04 20:25:51,31.55,EUR,standard,paid
O0000787,C02328,S003760,PAY0000972,2025-11-28 08:54:40,78.43,EUR,standard,paid
O0000788,C00024,S003761,PAY0000973,2025-11-30 00:44:13,49.55,EUR,express,paid
O0000789,C01936,S003771,PAY0000974,2025-12-01 06:35:51,56.16,EUR,express,paid
O0000790,C01936,S003771,PAY0000975,2025-11-08 17:46:42,58.5,EUR,standard,paid
O0000791,C01936,S003771,PAY0000976,2025-12-05 10:46:52,24.57,EUR,express,paid
O0000792,C01744,S003772,PAY0000977,2025-12-20 09:00:37,32.25,EUR,express,paid
O0000793,C01943,S003774,PAY0000978,2025-12-02 02:52:35,96.89,EUR,express,paid
O0000794,C00765,S003791,PAY0000979,2025-11-06 09:57:12,69.9,EUR,pickup_point,paid
O0000795,C00765,S003791,PAY0000980,2025-12-02 04:08:54,128.54,EUR,standard,paid
O0000796,C00394,S003800,PAY0000981,2025-11-20 16:10:50,36.03,EUR,pickup_point,paid
O0000797,C01739,S003803,PAY0000982,2025-11-05 13:55:17,97.81,EUR,pickup_point,paid
O0000798,C02397,S003808,PAY0000983,2025-12-28 14:02:02,82.05,EUR,pickup_point,paid
O0000799,C01569,S003816,PAY0000985,2025-11-03 02:04:10,63.53,EUR,pickup_point,paid
O0000800,C01569,S003816,PAY0000986,2025-12-23 22:09:35,70.22,EUR,express,paid
O0000801,C00992,S003828,PAY0000987,2025-11-03 15:14:36,44.93,EUR,pickup_point,paid
O0000802,C00992,S003828,PAY0000988,2025-12-29 21:29:04,59.04,EUR,pickup_point,paid
O0000803,C00878,S003829,PAY0000989,2025-11-13 11:56:52,53.46,EUR,standard,paid
O0000804,C00878,S003829,PAY0000991,2025-11-29 13:52:08,70.9,EUR,express,paid
O0000805,C01272,S003837,PAY0000992,2025-11-28 03:05:23,101.89,EUR,express,paid
O0000806,C01296,S003839,PAY0000993,2025-12-20 23:41:00,113.4,EUR,standard,paid
O0000807,C02393,S003848,PAY0000994,2025-11-06 10:20:16,46.3,EUR,express,paid
O0000808,C02393,S003848,PAY0000995,2025-11-04 04:32:24,65.6,EUR,express,paid
O0000809,C01586,S003849,PAY0000996,2025-11-25 03:52:37,62.77,EUR,standard,paid
O0000810,C01873,S003856,PAY0000998,2025-12-12 01:24:25,148.98,EUR,express,paid
O0000811,C01887,S003857,PAY0000999,2025-11-14 17:21:39,37.07,EUR,pickup_point,paid
O0000812,C01495,S003863,PAY0001002,2025-12-26 23:47:22,60.93,EUR,pickup_point,paid
O0000813,C01084,S003868,PAY0001003,2025-11-07 01:27:44,37.78,EUR,pickup_point,paid
O0000814,C00794,S003873,PAY0001004,2025-12-16 08:40:33,91.6,EUR,standard,paid
O0000815,C00794,S003873,PAY0001005,2025-11-11 14:06:32,115.27,EUR,express,paid
O0000816,C01157,S003875,PAY0001006,2025-11-01 11:01:50,52.14,EUR,express,paid
O0000817,C00583,S003879,PAY0001008,2025-12-11 16:01:20,66.81,EUR,express,paid
O0000818,C00432,S003880,PAY0001009,2025-11-17 03:21:50,126.45,EUR,express,paid
O0000819,C00432,S003880,PAY0001010,2025-11-22 17:58:53,126.34,EUR,standard,paid
O0000820,C01229,S003885,PAY0001011,2025-12-24 12:58:14,65.98,EUR,express,paid
O0000821,C02227,S003892,PAY0001013,2025-11-12 12:43:10,48.61,EUR,standard,paid
O0000822,C02227,S003892,PAY0001014,2025-12-27 20:20:24,32.12,EUR,pickup_point,paid
O0000823,C00465,S003894,PAY0001015,2025-12-12 01:44:40,74.65,EUR,standard,paid
O0000824,C01911,S003904,PAY0001017,2025-12-26 01:31:32,171.04,EUR,express,paid
O0000825,C00481,S003908,PAY0001019,2025-12-02 22:47:29,62.29,EUR,standard,paid
O0000826,C00152,S003914,PAY0001020,2025-11-11 16:58:54,221.47,EUR,express,paid
O0000827,C00079,S003916,PAY0001021,2025-12-02 07:59:01,50.22,EUR,standard,paid
O0000828,C01224,S003917,PAY0001022,2025-12-20 14:47:25,55.89,EUR,express,paid
O0000829,C01224,S003917,PAY0001023,2025-12-12 04:37:09,55.59,EUR,pickup_point,paid
O0000830,C01224,S003917,PAY0001024,2025-11-27 06:22:19,64.79,EUR,pickup_point,paid
O0000831,C01076,S003924,PAY0001026,2025-11-26 23:56:46,81.9,EUR,standard,paid
O0000832,C02436,S003939,PAY0001027,2025-12-26 07:11:31,42.54,EUR,pickup_point,paid
O0000833,C01617,S003947,PAY0001029,2025-11-24 21:43:50,52.24,EUR,express,paid
O0000834,C00039,S003976,PAY0001030,2025-11-07 07:16:59,68.59,EUR,pickup_point,paid
O0000835,C00011,S003977,PAY0001031,2025-11-25 21:33:06,40.96,EUR,pickup_point,paid
O0000836,C00011,S003977,PAY0001032,2025-12-23 12:24:32,45.19,EUR,pickup_point,paid
O0000837,C00437,S003988,PAY0001037,2025-11-18 12:54:29,42.19,EUR,pickup_point,paid
O0000838,C01410,S003992,PAY0001038,2025-11-14 06:38:27,68.64,EUR,express,paid
O0000839,C00293,S003997,PAY0001039,2025-12-14 20:56:26,45.1,EUR,pickup_point,paid
O0000840,C00462,S003999,PAY0001041,2025-12-10 05:08:25,63.05,EUR,pickup_point,paid
O0000841,C00711,S004003,PAY0001042,2025-11-29 21:39:02,121.66,EUR,standard,paid
O0000842,C01042,S004007,PAY0001043,2025-11-18 14:51:37,37.06,EUR,express,paid
O0000843,C01042,S004007,PAY0001044,2025-12-15 13:53:58,75.51,EUR,standard,paid
O0000844,C01379,S004013,PAY0001045,2025-11-06 18:42:31,78.78,EUR,standard,paid
O0000845,C01379,S004013,PAY0001046,2025-12-04 10:01:59,42.59,EUR,standard,paid
O0000846,C00985,S004023,PAY0001047,2025-12-26 09:36:02,49.46,EUR,pickup_point,paid
O0000847,C00985,S004023,PAY0001048,2025-12-27 07:17:59,35.14,EUR,pickup_point,paid
O0000848,C01173,S004031,PAY0001049,2025-11-22 13:47:02,33.05,EUR,standard,paid
O0000849,C01173,S004031,PAY0001050,2025-12-30 21:55:16,63.22,EUR,express,paid
O0000850,C02123,S004037,PAY0001052,2025-11-13 22:49:07,62.85,EUR,express,paid
O0000851,C00884,S004044,PAY0001053,2025-11-03 15:14:20,64.04,EUR,standard,paid
O0000852,C01738,S004051,PAY0001055,2025-11-25 20:23:29,25.9,EUR,express,paid
O0000853,C01738,S004051,PAY0001056,2025-12-25 17:56:44,77.78,EUR,standard,paid
O0000854,C01738,S004051,PAY0001057,2025-12-26 10:39:10,49.54,EUR,pickup_point,paid
O0000855,C00494,S004053,PAY0001058,2025-12-19 15:55:51,29.65,EUR,pickup_point,paid
O0000856,C00959,S004054,PAY0001059,2025-12-22 12:35:00,52.21,EUR,pickup_point,paid
O0000857,C00959,S004054,PAY0001060,2025-12-02 07:39:16,74.6,EUR,express,paid
O0000858,C02150,S004059,PAY0001061,2025-12-26 22:31:53,79.93,EUR,standard,paid
O0000859,C02280,S004062,PAY0001063,2025-12-02 03:43:03,48.76,EUR,express,paid
O0000860,C02115,S004085,PAY0001065,2025-12-30 11:42:58,66.08,EUR,express,paid
O0000861,C02213,S004095,PAY0001066,2025-11-25 05:52:31,44.96,EUR,pickup_point,paid
O0000862,C00831,S004096,PAY0001067,2025-12-24 10:50:22,40.34,EUR,express,paid
O0000863,C00831,S004096,PAY0001069,2025-12-26 23:14:22,98.6,EUR,standard,paid
O0000864,C00092,S004099,PAY0001070,2025-12-22 14:02:03,87.11,EUR,express,paid
O0000865,C00694,S004111,PAY0001071,2025-12-16 05:30:20,71.77,EUR,pickup_point,paid
O0000866,C02084,S004115,PAY0001072,2025-11-04 06:09:14,88.68,EUR,express,paid
O0000867,C02039,S004133,PAY0001073,2025-12-02 22:58:05,193.86,EUR,standard,paid
O0000868,C02316,S004140,PAY0001074,2025-11-26 07:24:03,75.91,EUR,express,paid
O0000869,C01412,S004143,PAY0001075,2025-11-18 06:33:34,71.58,EUR,standard,paid
O0000870,C01412,S004143,PAY0001076,2025-11-01 19:06:40,85.21,EUR,standard,paid
O0000871,C01412,S004143,PAY0001077,2025-12-30 16:35:24,93.47,EUR,pickup_point,paid
O0000872,C01119,S004144,PAY0001079,2025-11-26 01:46:52,72.22,EUR,pickup_point,paid
O0000873,C01061,S004146,PAY0001080,2025-12-01 13:25:34,104.77,EUR,pickup_point,paid
O0000874,C01061,S004146,PAY0001081,2025-11-18 17:41:28,146.28,EUR,pickup_point,paid
O0000875,C02449,S004152,PAY0001082,2025-12-07 23:36:34,67.29,EUR,pickup_point,paid
